extraSmall.LargeTitle:NYTCheltenham-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title1:NYTCheltenhamCond-BoldXC:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTCheltenhamCond-Medium:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTCheltenhamSH-Bold:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTCheltenhamSH-BoldItalic:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTCheltenhamSH-Italic:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTCheltenhamSH-Regular:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTCheltenhamWide-Italic:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTCheltenhamWide-Regular:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTDDingbats-Pi:17 -> (size: 17.000, ld: 0.153, lh: 17.000, lhr: 100%
medium.Title1:NYTFranklin-Bold:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTFranklin-BoldItalic:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTFranklin-ExtraBold:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTFranklin-ExtraBoldItalic:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTFranklin-Light:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTFranklin-LightItalic:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTFranklin-Medium:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTFranklin-MediumItalic:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTFranklin-Semibold:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTFranklin-SemiboldItalic:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTImperial-Bold:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTImperial-BoldItalic:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTImperial-Italic:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTImperial-Regular:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTImperial-Semibold:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTImperial-SemiboldItalic:17 -> (size: 17.000, ld: 3.400, lh: 17.000, lhr: 100%
medium.Title1:NYTKarnak-Black:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-BlackCursive:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-Bold:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-BoldCursive:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-Light:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-LightCursive:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-Medium:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-MediumCursive:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-Semibold:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-SemiboldCursive:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-Text:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-Thin:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-ThinCursive:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-UltraLight:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnak-UltraLightCursive:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTKarnakCondensed-Bold:17 -> (size: 17.000, ld: 0.000, lh: 20.400, lhr: 120%
medium.Title1:NYTStock-Bold:17 -> (size: 17.000, ld: 1.275, lh: 17.000, lhr: 100%
medium.Title1:NYTStock-Regular:17 -> (size: 17.000, ld: 1.275, lh: 17.000, lhr: 100%
medium.Title2:NYTCheltenham-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-Book:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-BookItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-ExtraBold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-ExtraBoldItal:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-ExtraLight:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-ExtraLightItal:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-Light:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-LightItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-LightSC:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-Medium:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenham-MediumItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenhamCond-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenhamCond-BoldXC:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenhamCond-Medium:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenhamSH-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenhamSH-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenhamSH-Italic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenhamSH-Regular:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenhamWide-Italic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTCheltenhamWide-Regular:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTDDingbats-Pi:17 -> (size: 16.000, ld: 0.144, lh: 16.000, lhr: 100%
medium.Title2:NYTFranklin-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTFranklin-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTFranklin-ExtraBold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTFranklin-ExtraBoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTFranklin-Light:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTFranklin-LightItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTFranklin-Medium:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTFranklin-MediumItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTFranklin-Semibold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTFranklin-SemiboldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTImperial-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTImperial-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTImperial-Italic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTImperial-Regular:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTImperial-Semibold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTImperial-SemiboldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title2:NYTKarnak-Black:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-BlackCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-Bold:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-BoldCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-Light:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-LightCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-Medium:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-MediumCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-Semibold:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-SemiboldCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-Text:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-Thin:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-ThinCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-UltraLight:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnak-UltraLightCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTKarnakCondensed-Bold:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title2:NYTStock-Bold:17 -> (size: 16.000, ld: 1.200, lh: 16.000, lhr: 100%
medium.Title2:NYTStock-Regular:17 -> (size: 16.000, ld: 1.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-Book:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-BookItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-ExtraBold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-ExtraBoldItal:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-ExtraLight:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-ExtraLightItal:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-Light:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-LightItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-LightSC:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-Medium:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenham-MediumItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenhamCond-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenhamCond-BoldXC:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenhamCond-Medium:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenhamSH-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenhamSH-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenhamSH-Italic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenhamSH-Regular:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenhamWide-Italic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTCheltenhamWide-Regular:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTDDingbats-Pi:17 -> (size: 16.000, ld: 0.144, lh: 16.000, lhr: 100%
medium.Title3:NYTFranklin-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTFranklin-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTFranklin-ExtraBold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTFranklin-ExtraBoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTFranklin-Light:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTFranklin-LightItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTFranklin-Medium:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTFranklin-MediumItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTFranklin-Semibold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTFranklin-SemiboldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTImperial-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTImperial-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTImperial-Italic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTImperial-Regular:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTImperial-Semibold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTImperial-SemiboldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Title3:NYTKarnak-Black:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-BlackCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-Bold:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-BoldCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-Light:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-LightCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-Medium:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-MediumCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-Semibold:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-SemiboldCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-Text:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-Thin:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-ThinCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-UltraLight:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnak-UltraLightCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTKarnakCondensed-Bold:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Title3:NYTStock-Bold:17 -> (size: 16.000, ld: 1.200, lh: 16.000, lhr: 100%
medium.Title3:NYTStock-Regular:17 -> (size: 16.000, ld: 1.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-Book:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-BookItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-ExtraBold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-ExtraBoldItal:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-ExtraLight:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-ExtraLightItal:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-Light:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-LightItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-LightSC:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-Medium:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenham-MediumItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenhamCond-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenhamCond-BoldXC:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenhamCond-Medium:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenhamSH-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenhamSH-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenhamSH-Italic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenhamSH-Regular:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenhamWide-Italic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTCheltenhamWide-Regular:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTDDingbats-Pi:17 -> (size: 16.000, ld: 0.144, lh: 16.000, lhr: 100%
medium.Headline:NYTFranklin-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTFranklin-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTFranklin-ExtraBold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTFranklin-ExtraBoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTFranklin-Light:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTFranklin-LightItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTFranklin-Medium:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTFranklin-MediumItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTFranklin-Semibold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTFranklin-SemiboldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTImperial-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTImperial-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTImperial-Italic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTImperial-Regular:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTImperial-Semibold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTImperial-SemiboldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Headline:NYTKarnak-Black:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-BlackCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-Bold:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-BoldCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-Light:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-LightCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-Medium:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-MediumCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-Semibold:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-SemiboldCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-Text:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-Thin:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-ThinCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-UltraLight:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnak-UltraLightCursive:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTKarnakCondensed-Bold:17 -> (size: 16.000, ld: 0.000, lh: 19.200, lhr: 120%
medium.Headline:NYTStock-Bold:17 -> (size: 16.000, ld: 1.200, lh: 16.000, lhr: 100%
medium.Headline:NYTStock-Regular:17 -> (size: 16.000, ld: 1.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-Book:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-BookItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-ExtraBold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-ExtraBoldItal:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-ExtraLight:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-ExtraLightItal:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-Light:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-LightItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-LightSC:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-Medium:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenham-MediumItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenhamCond-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenhamCond-BoldXC:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenhamCond-Medium:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenhamSH-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenhamSH-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenhamSH-Italic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenhamSH-Regular:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenhamWide-Italic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTCheltenhamWide-Regular:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTDDingbats-Pi:17 -> (size: 16.000, ld: 0.144, lh: 16.000, lhr: 100%
medium.Body:NYTFranklin-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTFranklin-BoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTFranklin-ExtraBold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTFranklin-ExtraBoldItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTFranklin-Light:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
medium.Body:NYTFranklin-LightItalic:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
